,tucaseid,tulineno,eeincome1,erbmi,erhhch,erincome,erspemch,ertpreat,ertseat,ethgt,etwgt,eudietsoda,eudrink,eueat,euexercise,euexfreq,eufastfd,eufastfdfrq,euffyday,eufdsit,eufinlwgt,eusnap,eugenhth,eugroshp,euhgt,euinclvl,euincome2,eumeat,eumilk,euprpmel,eusoda,eustores,eustreason,eutherm,euwgt,euwic,exincome1
5967,20140706140966,1,1.0,24.4,3,1.0,5.0,100,0,0.0,0.0,,1,2,1.0,7.0,1.0,6.0,1.0,1.0,27100000.0,2.0,1.0,2,73.0,5,,,,2.0,2.0,,,,185.0,,0.0
5968,20140706140968,1,1.0,25.0,3,1.0,,30,0,0.0,0.0,1.0,1,2,1.0,4.0,1.0,1.0,2.0,1.0,7633973.0,2.0,2.0,1,65.0,5,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,150.0,2.0,0.0
5969,20140706140972,1,1.0,26.6,3,1.0,5.0,45,5,0.0,0.0,,1,1,1.0,4.0,1.0,2.0,1.0,1.0,10800000.0,2.0,1.0,1,65.0,5,,1.0,2.0,1.0,2.0,1.0,3.0,1.0,160.0,,0.0
5970,20140706140976,1,1.0,27.1,3,1.0,5.0,0,20,0.0,0.0,,1,1,1.0,6.0,1.0,7.0,1.0,1.0,7417557.0,2.0,1.0,2,72.0,5,,,,2.0,2.0,,,,200.0,2.0,0.0
5971,20140706140980,1,1.0,19.6,3,1.0,5.0,30,15,0.0,0.0,2.0,1,1,1.0,4.0,1.0,3.0,1.0,1.0,6409167.0,2.0,2.0,1,67.0,5,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,125.0,2.0,0.0
5972,20140706140985,1,1.0,25.5,3,1.0,5.0,60,15,1.0,0.0,,2,1,1.0,4.0,1.0,1.0,2.0,1.0,4663728.0,2.0,3.0,2,77.0,5,,,,2.0,,,,,215.0,2.0,0.0
5973,20140706140989,1,-2.0,32.400002,3,,5.0,60,10,0.0,0.0,1.0,1,1,1.0,7.0,1.0,1.0,1.0,1.0,20300000.0,2.0,4.0,2,64.0,5,-2.0,,,2.0,1.0,,,,189.0,,2.0
5974,20140706140991,1,2.0,40.700001,3,3.0,,30,40,0.0,0.0,,1,1,1.0,1.0,1.0,1.0,2.0,1.0,8163449.0,1.0,4.0,3,63.0,5,1.0,2.0,2.0,3.0,2.0,1.0,1.0,,230.0,2.0,0.0
5975,20140706140993,1,1.0,24.200001,3,1.0,5.0,110,5,0.0,0.0,,2,1,1.0,7.0,2.0,,,1.0,2397997.0,2.0,2.0,1,66.0,5,,1.0,2.0,1.0,,1.0,1.0,2.0,150.0,2.0,0.0
5976,20140706140994,1,1.0,17.5,3,1.0,,190,0,0.0,0.0,,2,2,1.0,6.0,2.0,,,1.0,3392451.0,1.0,3.0,1,68.0,5,,2.0,2.0,1.0,,1.0,2.0,,115.0,,0.0
5977,20140706141007,1,1.0,32.900002,3,1.0,5.0,90,30,0.0,0.0,1.0,1,1,1.0,3.0,2.0,,,1.0,7201525.0,2.0,2.0,3,65.0,5,,1.0,2.0,3.0,1.0,-2.0,,2.0,198.0,,0.0
5978,20140706141008,1,1.0,28.0,3,1.0,5.0,40,20,0.0,0.0,,1,1,1.0,5.0,1.0,5.0,1.0,1.0,12900000.0,2.0,3.0,2,70.0,5,,,,2.0,2.0,,,,195.0,2.0,0.0
5979,20140706141010,1,2.0,,3,3.0,5.0,55,5,0.0,,,2,1,1.0,5.0,1.0,2.0,2.0,1.0,9592318.0,2.0,3.0,1,66.0,5,1.0,1.0,2.0,1.0,,2.0,3.0,2.0,-5.0,2.0,0.0
5980,20140706141011,1,1.0,27.700001,1,1.0,5.0,37,15,0.0,0.0,,1,1,1.0,5.0,1.0,4.0,1.0,1.0,2691186.0,2.0,3.0,1,67.0,5,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,177.0,2.0,0.0
5981,20140706141020,1,1.0,23.799999,3,1.0,5.0,50,5,0.0,0.0,,1,1,2.0,,2.0,,,1.0,11100000.0,2.0,3.0,1,67.0,5,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,152.0,,0.0
5982,20140706141023,1,1.0,29.299999,3,1.0,5.0,30,20,0.0,0.0,,1,1,1.0,4.0,1.0,7.0,1.0,1.0,3903409.0,2.0,3.0,1,71.0,5,,1.0,2.0,1.0,2.0,1.0,3.0,2.0,210.0,2.0,0.0
5983,20140706141025,1,1.0,20.799999,3,1.0,,50,35,0.0,0.0,,2,1,1.0,6.0,1.0,7.0,2.0,1.0,5114388.0,2.0,3.0,1,62.0,5,,1.0,2.0,1.0,,1.0,2.0,2.0,114.0,,0.0
5984,20140706141037,1,1.0,26.700001,3,1.0,5.0,70,0,0.0,0.0,,1,2,1.0,6.0,2.0,,,1.0,42800000.0,2.0,1.0,1,63.0,5,,1.0,2.0,1.0,2.0,1.0,3.0,1.0,151.0,2.0,0.0
5985,20140706141039,1,1.0,24.4,3,1.0,5.0,90,0,0.0,0.0,1.0,1,2,1.0,7.0,1.0,2.0,2.0,1.0,2425197.0,2.0,2.0,1,69.0,5,,1.0,2.0,1.0,1.0,2.0,2.0,1.0,165.0,2.0,0.0
5986,20140706141041,1,1.0,24.6,1,1.0,,70,0,0.0,0.0,,2,2,2.0,,1.0,1.0,2.0,1.0,11400000.0,2.0,2.0,1,61.0,5,,1.0,2.0,3.0,,2.0,4.0,2.0,130.0,2.0,0.0
5987,20140706141046,1,1.0,24.1,3,1.0,5.0,45,10,0.0,0.0,2.0,1,1,2.0,,1.0,2.0,2.0,1.0,19800000.0,2.0,2.0,3,65.0,5,,1.0,2.0,1.0,1.0,1.0,3.0,2.0,145.0,2.0,0.0
5988,20140706141053,1,1.0,28.6,3,1.0,,30,75,0.0,0.0,,1,1,1.0,4.0,2.0,,,1.0,1680980.0,2.0,2.0,1,71.0,5,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,205.0,,0.0
5989,20140706141054,1,1.0,25.799999,3,1.0,3.0,30,15,0.0,0.0,,1,1,1.0,3.0,2.0,,,1.0,17400000.0,2.0,2.0,2,68.0,5,,1.0,2.0,1.0,2.0,,,2.0,170.0,,0.0
5990,20140706141055,1,1.0,21.0,3,1.0,,60,45,0.0,0.0,,1,1,1.0,1.0,1.0,2.0,2.0,1.0,1949880.0,2.0,4.0,1,72.0,5,,1.0,2.0,1.0,2.0,2.0,1.0,2.0,155.0,,0.0
5991,20140706141056,1,1.0,42.099998,3,1.0,,50,3,0.0,0.0,,2,1,2.0,,1.0,1.0,2.0,1.0,1708576.0,2.0,3.0,1,62.0,5,,1.0,2.0,1.0,,1.0,1.0,2.0,230.0,,0.0
5992,20140706141061,1,1.0,34.299999,3,1.0,,35,0,0.0,0.0,2.0,1,2,2.0,,1.0,2.0,2.0,1.0,9417056.0,2.0,4.0,1,73.0,5,,1.0,2.0,1.0,1.0,1.0,2.0,2.0,260.0,,0.0
5993,20140706141070,1,1.0,29.799999,1,1.0,,160,0,0.0,0.0,1.0,1,2,1.0,8.0,1.0,3.0,1.0,1.0,3044592.0,2.0,3.0,1,67.0,5,,1.0,2.0,1.0,1.0,1.0,3.0,2.0,190.0,,0.0
5994,20140706141071,1,1.0,27.299999,3,1.0,,11,0,0.0,0.0,,2,2,-2.0,,2.0,,,1.0,7912236.0,1.0,-2.0,2,60.0,5,-2.0,1.0,2.0,1.0,,,,2.0,140.0,,73.0
5995,20140706141073,1,,,3,,,25,20,,,,2,1,,,,,,,9767951.0,,,1,,5,,,,,,2.0,,,,,
5996,20140706141075,1,2.0,26.799999,3,5.0,,60,165,0.0,0.0,,1,1,2.0,,1.0,1.0,2.0,1.0,4574672.0,2.0,2.0,1,67.0,5,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,171.0,,0.0
5997,20140706141080,1,1.0,25.1,3,1.0,5.0,105,0,0.0,0.0,,1,2,1.0,1.0,2.0,,,1.0,4439599.0,2.0,2.0,2,69.0,5,,,,2.0,2.0,,,,170.0,,0.0
5998,20140706141084,1,2.0,26.6,2,3.0,,45,30,0.0,0.0,,1,1,1.0,3.0,2.0,,,1.0,5068502.0,2.0,3.0,1,63.0,5,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,150.0,2.0,0.0
5999,20140706141086,1,2.0,24.299999,3,3.0,5.0,0,0,0.0,0.0,,2,2,1.0,4.0,2.0,,,1.0,6440005.0,2.0,1.0,1,67.0,5,1.0,1.0,2.0,1.0,,5.0,3.0,2.0,155.0,2.0,0.0
6000,20140706141090,1,1.0,23.5,3,1.0,5.0,75,10,0.0,0.0,,2,1,2.0,,1.0,7.0,1.0,1.0,4502286.0,2.0,3.0,1,64.0,5,,1.0,2.0,1.0,,1.0,5.0,1.0,137.0,,0.0
6001,20140706141092,1,1.0,31.4,3,1.0,,120,30,0.0,0.0,2.0,1,1,2.0,,1.0,1.0,2.0,1.0,2513448.0,2.0,2.0,1,60.0,5,,1.0,2.0,1.0,1.0,2.0,1.0,2.0,161.0,,0.0
6002,20140706141093,1,2.0,28.200001,3,5.0,,20,0,0.0,0.0,2.0,1,2,1.0,3.0,1.0,2.0,2.0,1.0,3049714.0,1.0,2.0,1,62.0,5,2.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,154.0,2.0,0.0
6003,20140706141105,1,2.0,29.799999,3,3.0,,75,0,0.0,0.0,,2,2,1.0,7.0,2.0,,,1.0,10900000.0,2.0,3.0,2,72.0,5,1.0,1.0,2.0,1.0,,,,2.0,220.0,,0.0
6004,20140706141126,1,1.0,33.099998,3,1.0,5.0,15,10,0.0,0.0,,2,1,2.0,,2.0,,,1.0,4207542.0,2.0,2.0,1,66.0,5,,1.0,2.0,1.0,,2.0,1.0,2.0,205.0,,0.0
6005,20140706141128,1,1.0,31.6,3,1.0,,25,60,0.0,0.0,,1,1,1.0,1.0,1.0,2.0,2.0,1.0,1788309.0,2.0,1.0,1,61.0,5,-3.0,2.0,2.0,1.0,2.0,1.0,1.0,,167.0,,81.0
6006,20140706141133,1,2.0,36.599998,3,5.0,,75,40,0.0,0.0,,1,1,1.0,2.0,1.0,4.0,2.0,1.0,1540674.0,2.0,3.0,1,65.0,5,3.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,220.0,2.0,0.0
6007,20140706141134,1,1.0,27.5,3,1.0,5.0,30,37,0.0,0.0,1.0,1,1,1.0,4.0,1.0,2.0,2.0,1.0,29000000.0,2.0,2.0,2,72.0,5,,,,2.0,1.0,,,,203.0,2.0,0.0
6008,20140706141135,1,1.0,28.200001,3,1.0,,160,358,0.0,0.0,,1,1,1.0,3.0,2.0,,,1.0,9242879.0,2.0,3.0,1,72.0,5,,2.0,2.0,1.0,2.0,5.0,6.0,,208.0,,0.0
6009,20140706141137,1,1.0,24.799999,3,1.0,,45,5,0.0,0.0,,1,1,1.0,5.0,1.0,2.0,2.0,1.0,11900000.0,2.0,2.0,1,63.0,5,-2.0,1.0,2.0,1.0,2.0,1.0,4.0,2.0,140.0,2.0,75.0
6010,20140706141138,1,1.0,28.700001,3,1.0,,90,0,0.0,0.0,1.0,1,2,1.0,1.0,1.0,5.0,1.0,1.0,4645862.0,2.0,3.0,1,70.0,5,,1.0,2.0,1.0,1.0,1.0,2.0,2.0,200.0,2.0,0.0
6011,20140706141142,1,1.0,,3,1.0,4.0,30,0,,,,1,2,-3.0,,-3.0,,,-3.0,4163750.0,-3.0,-3.0,1,-3.0,5,-3.0,,,-3.0,2.0,2.0,-2.0,,-3.0,-3.0,81.0
6012,20140706141144,1,1.0,41.799999,3,1.0,5.0,35,0,0.0,0.0,,2,2,1.0,3.0,2.0,,,1.0,21800000.0,2.0,5.0,1,71.0,5,,1.0,2.0,1.0,,2.0,6.0,2.0,300.0,,0.0
6013,20140706141147,1,1.0,22.799999,3,1.0,5.0,85,2,0.0,0.0,,2,1,1.0,7.0,1.0,2.0,1.0,1.0,6257611.0,2.0,3.0,1,60.0,5,,2.0,2.0,3.0,,5.0,6.0,,117.0,,0.0
6014,20140706141150,1,-2.0,22.299999,1,,,20,15,0.0,0.0,2.0,1,1,1.0,5.0,1.0,1.0,2.0,1.0,4047560.0,2.0,3.0,2,71.0,5,-2.0,,,2.0,1.0,,,,160.0,2.0,2.0
6015,20140706141165,1,1.0,30.200001,3,1.0,,45,25,0.0,0.0,2.0,1,1,2.0,,1.0,1.0,1.0,1.0,1576874.0,2.0,2.0,1,64.0,5,,1.0,2.0,1.0,1.0,1.0,5.0,2.0,176.0,,0.0
6016,20140706141168,1,1.0,25.799999,3,1.0,,30,45,0.0,0.0,,2,1,1.0,4.0,2.0,,,1.0,4822845.0,2.0,2.0,2,72.0,5,,,,2.0,,,,,190.0,,0.0
6017,20140706141170,1,2.0,30.9,3,3.0,,50,0,0.0,0.0,2.0,1,2,1.0,3.0,1.0,5.0,1.0,1.0,3922692.0,2.0,-2.0,2,64.0,5,1.0,,,2.0,1.0,,,,180.0,,0.0
6018,20140706141171,1,1.0,23.700001,3,1.0,3.0,185,0,0.0,0.0,2.0,1,2,1.0,1.0,1.0,1.0,2.0,1.0,2208649.0,2.0,2.0,2,70.0,5,,,,2.0,1.0,,,,165.0,2.0,0.0
6019,20140706141176,1,1.0,22.700001,3,1.0,3.0,60,30,0.0,0.0,2.0,1,1,1.0,5.0,1.0,3.0,1.0,1.0,2789761.0,2.0,3.0,3,61.0,5,,1.0,2.0,1.0,1.0,1.0,2.0,2.0,120.0,,0.0
6020,20140706141177,1,1.0,22.799999,3,1.0,,45,5,0.0,0.0,,1,1,1.0,3.0,2.0,,,1.0,7252315.0,2.0,2.0,2,68.0,5,,,,2.0,2.0,,,,150.0,,0.0
6021,20140706141180,1,2.0,27.799999,3,3.0,1.0,122,0,0.0,0.0,,2,2,2.0,,1.0,1.0,1.0,1.0,4709798.0,2.0,2.0,3,72.0,5,1.0,1.0,2.0,3.0,,2.0,1.0,1.0,205.0,2.0,0.0
6022,20140706141182,1,2.0,28.0,1,5.0,,90,20,0.0,0.0,1.0,1,1,2.0,,2.0,,,1.0,11900000.0,1.0,4.0,1,64.0,5,2.0,1.0,2.0,1.0,1.0,2.0,5.0,2.0,163.0,2.0,12.0
6023,20140706141187,1,1.0,23.1,3,1.0,,130,0,0.0,0.0,,2,2,1.0,3.0,1.0,7.0,2.0,1.0,3399526.0,2.0,2.0,2,72.0,5,,2.0,2.0,1.0,,,,,170.0,,0.0
6024,20140706141194,1,1.0,23.700001,3,1.0,5.0,105,2,0.0,0.0,,1,1,1.0,4.0,1.0,4.0,2.0,1.0,9437062.0,2.0,1.0,2,70.0,5,,,,2.0,2.0,,,,165.0,2.0,0.0
6025,20140706141195,1,1.0,26.4,3,1.0,,45,20,0.0,0.0,,1,1,2.0,,1.0,2.0,2.0,1.0,5091695.0,2.0,3.0,1,61.0,5,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,140.0,,0.0
6026,20140706141196,1,1.0,20.6,3,1.0,,60,0,0.0,0.0,,1,2,1.0,5.0,1.0,1.0,1.0,1.0,57600000.0,2.0,1.0,2,64.0,5,-2.0,1.0,2.0,3.0,2.0,,,2.0,120.0,2.0,73.0
6027,20140706141200,1,1.0,28.1,3,1.0,,30,0,0.0,0.0,,2,2,2.0,,1.0,5.0,1.0,1.0,1358380.0,2.0,3.0,1,68.0,5,,1.0,2.0,1.0,,1.0,2.0,2.0,185.0,,0.0
6028,20140706141203,1,2.0,41.200001,3,5.0,,35,0,0.0,0.0,2.0,1,2,2.0,,-2.0,,,1.0,1482986.0,2.0,3.0,1,64.0,5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,240.0,2.0,0.0
6029,20140706141204,1,2.0,21.0,3,5.0,,195,0,0.0,0.0,,2,2,1.0,4.0,2.0,,,1.0,3141049.0,2.0,2.0,1,66.0,5,3.0,1.0,2.0,1.0,,1.0,3.0,2.0,130.0,,0.0
6030,20140706141210,1,3.0,25.0,3,2.0,5.0,40,0,0.0,0.0,1.0,1,2,2.0,,2.0,,,1.0,5744004.0,2.0,2.0,1,65.0,5,,1.0,2.0,1.0,1.0,1.0,3.0,2.0,150.0,,0.0
6031,20140706141219,1,1.0,21.799999,3,1.0,,105,0,0.0,0.0,2.0,1,2,1.0,5.0,1.0,7.0,1.0,1.0,6614005.0,2.0,2.0,1,74.0,5,,2.0,2.0,1.0,1.0,1.0,2.0,,170.0,,0.0
6032,20140706141222,1,1.0,25.9,3,1.0,,40,0,0.0,0.0,,2,2,1.0,3.0,2.0,,,1.0,6950944.0,2.0,2.0,1,72.0,5,,1.0,2.0,1.0,,5.0,3.0,2.0,191.0,,0.0
6033,20140706141233,1,2.0,27.799999,3,5.0,5.0,90,0,0.0,0.0,,2,2,2.0,,1.0,1.0,2.0,1.0,4311378.0,2.0,4.0,2,68.0,5,2.0,1.0,2.0,3.0,,,,2.0,183.0,,0.0
6034,20140706141234,1,1.0,30.9,3,1.0,5.0,30,0,0.0,0.0,,1,2,1.0,3.0,1.0,2.0,1.0,1.0,2165238.0,2.0,2.0,2,64.0,5,,,,2.0,2.0,,,,180.0,2.0,0.0
6035,20140706141236,1,1.0,30.799999,3,1.0,,60,10,0.0,0.0,,2,1,1.0,5.0,1.0,3.0,1.0,1.0,10500000.0,2.0,3.0,1,74.0,5,,1.0,2.0,1.0,,1.0,2.0,2.0,240.0,,0.0
6036,20140706141240,1,1.0,25.1,3,1.0,5.0,60,30,0.0,0.0,,1,1,2.0,,2.0,,,1.0,8766913.0,2.0,2.0,1,70.0,5,-3.0,,,2.0,2.0,3.0,2.0,,175.0,2.0,84.0
6037,20140706141243,1,3.0,30.200001,2,2.0,,45,0,0.0,0.0,,1,2,1.0,7.0,2.0,,,2.0,3628924.0,2.0,2.0,1,67.0,5,,2.0,2.0,1.0,2.0,1.0,2.0,,193.0,,0.0
6038,20140706141244,1,1.0,,3,1.0,5.0,145,0,0.0,,1.0,1,2,1.0,3.0,1.0,1.0,2.0,1.0,5632018.0,2.0,4.0,2,63.0,5,,1.0,2.0,1.0,1.0,,,2.0,-3.0,,0.0
6039,20140706141245,1,1.0,31.6,1,1.0,1.0,75,0,0.0,0.0,,1,2,1.0,5.0,1.0,3.0,2.0,1.0,2405841.0,2.0,3.0,3,74.0,5,,,,2.0,2.0,1.0,1.0,,246.0,2.0,0.0
6040,20140706141246,1,-3.0,27.200001,3,,,60,0,0.0,0.0,1.0,1,2,1.0,4.0,2.0,,,1.0,35700000.0,2.0,4.0,2,67.0,5,-3.0,,,2.0,1.0,,,,174.0,2.0,3.0
6041,20140706141251,1,1.0,34.400002,3,1.0,5.0,20,30,0.0,0.0,,1,1,1.0,3.0,1.0,3.0,2.0,1.0,7424341.0,2.0,4.0,2,65.0,5,,,,2.0,2.0,,,,207.0,2.0,0.0
6042,20140706141256,1,2.0,28.6,3,5.0,5.0,5,0,0.0,0.0,,1,2,2.0,,1.0,1.0,2.0,1.0,3409255.0,2.0,4.0,2,71.0,5,2.0,,,2.0,2.0,,,,205.0,,0.0
6043,20140706141257,1,2.0,25.700001,3,5.0,,30,150,0.0,0.0,,2,1,2.0,,2.0,,,1.0,1053148.0,1.0,3.0,2,64.0,5,2.0,,,2.0,,,,,150.0,,0.0
6044,20140706141259,1,1.0,23.200001,3,1.0,5.0,45,30,0.0,0.0,1.0,1,1,1.0,6.0,2.0,,,1.0,11500000.0,2.0,1.0,2,66.0,5,,1.0,2.0,3.0,1.0,,,2.0,144.0,2.0,0.0
6045,20140706141268,1,2.0,47.400002,3,3.0,,25,20,0.0,1.0,2.0,1,1,2.0,,1.0,7.0,1.0,3.0,2278768.0,2.0,4.0,1,71.0,5,1.0,2.0,2.0,1.0,1.0,2.0,6.0,,340.0,,0.0
6046,20140706141271,1,1.0,30.4,3,1.0,,45,0,0.0,0.0,3.0,1,2,1.0,2.0,1.0,2.0,1.0,1.0,6306583.0,2.0,2.0,1,68.0,5,,1.0,2.0,1.0,1.0,1.0,6.0,2.0,200.0,,0.0
6047,20140706141276,1,2.0,28.200001,3,5.0,,150,0,0.0,0.0,2.0,1,2,1.0,1.0,1.0,1.0,2.0,1.0,1394149.0,2.0,4.0,1,72.0,5,2.0,1.0,2.0,1.0,1.0,4.0,2.0,2.0,208.0,,0.0
6048,20140706141279,1,1.0,47.5,3,1.0,5.0,10,0,0.0,0.0,1.0,1,2,1.0,2.0,1.0,3.0,2.0,1.0,8536490.0,2.0,4.0,3,67.0,5,,,,2.0,1.0,2.0,1.0,,303.0,2.0,0.0
6049,20140706141282,1,2.0,31.299999,3,5.0,5.0,30,15,0.0,0.0,2.0,1,1,1.0,7.0,1.0,7.0,2.0,1.0,3227207.0,2.0,1.0,2,67.0,5,3.0,,,2.0,1.0,,,,200.0,2.0,0.0
6050,20140706141291,1,1.0,24.0,1,1.0,,45,50,0.0,0.0,,2,1,1.0,5.0,2.0,,,1.0,1539817.0,2.0,2.0,3,66.0,5,1.0,,,2.0,,3.0,1.0,,149.0,,71.0
6051,20140706141292,1,1.0,24.4,3,1.0,5.0,105,0,0.0,0.0,,1,2,1.0,5.0,1.0,2.0,2.0,1.0,13000000.0,2.0,1.0,1,72.0,5,,1.0,2.0,3.0,2.0,2.0,1.0,2.0,180.0,2.0,0.0
6052,20140706141293,1,1.0,30.4,3,1.0,5.0,170,10,0.0,0.0,1.0,1,1,1.0,2.0,1.0,7.0,2.0,1.0,2709233.0,2.0,3.0,3,76.0,5,,,,2.0,1.0,1.0,3.0,,250.0,2.0,0.0
6053,20140706141296,1,1.0,25.700001,3,1.0,3.0,60,0,0.0,0.0,,1,2,2.0,,1.0,4.0,2.0,1.0,10700000.0,2.0,1.0,1,63.0,5,,2.0,2.0,1.0,2.0,3.0,1.0,,145.0,,0.0
6054,20140706141299,1,3.0,41.599998,3,2.0,5.0,45,0,0.0,0.0,1.0,1,2,2.0,,1.0,3.0,2.0,1.0,9833816.0,2.0,5.0,2,65.0,5,,,,2.0,1.0,,,,250.0,,0.0
6055,20140706141304,1,1.0,18.0,3,1.0,,15,30,0.0,0.0,,1,1,2.0,,2.0,,,1.0,1705683.0,2.0,3.0,1,64.0,5,,1.0,2.0,1.0,2.0,1.0,1.0,2.0,105.0,2.0,0.0
6056,20140706141305,1,1.0,23.700001,3,1.0,5.0,50,5,0.0,0.0,,2,1,1.0,7.0,1.0,2.0,2.0,1.0,8159380.0,2.0,2.0,2,72.0,5,,,,2.0,,,,,175.0,2.0,0.0
6057,20140706141306,1,1.0,24.799999,1,1.0,5.0,90,0,0.0,0.0,,2,2,2.0,,1.0,4.0,2.0,1.0,10800000.0,2.0,4.0,1,63.0,5,,1.0,2.0,1.0,,3.0,1.0,2.0,140.0,2.0,0.0
6058,20140706141312,1,1.0,27.9,3,1.0,,20,0,0.0,0.0,,2,2,1.0,4.0,1.0,4.0,1.0,1.0,3874223.0,2.0,1.0,1,67.0,5,,1.0,2.0,1.0,,2.0,1.0,2.0,178.0,,0.0
6059,20140706141315,1,1.0,24.4,3,1.0,5.0,70,35,0.0,0.0,,2,1,1.0,2.0,1.0,3.0,2.0,1.0,12300000.0,2.0,1.0,1,64.0,5,,1.0,2.0,1.0,,1.0,2.0,2.0,142.0,2.0,0.0
6060,20140706141317,1,2.0,25.799999,3,3.0,3.0,50,7,0.0,0.0,,1,1,1.0,5.0,1.0,3.0,1.0,1.0,6549237.0,2.0,2.0,2,70.0,5,1.0,,,2.0,2.0,,,,180.0,2.0,0.0
6061,20140706141318,1,1.0,21.6,3,1.0,5.0,150,0,0.0,0.0,1.0,1,2,1.0,4.0,1.0,1.0,2.0,1.0,8995798.0,2.0,2.0,3,64.0,5,,1.0,2.0,1.0,1.0,1.0,2.0,2.0,126.0,,0.0
6062,20140706141325,1,1.0,22.700001,3,1.0,,45,45,0.0,0.0,,1,1,1.0,2.0,1.0,1.0,2.0,1.0,2572743.0,2.0,2.0,1,67.0,5,,,,2.0,2.0,1.0,3.0,,145.0,,0.0
6063,20140706141326,1,1.0,21.1,3,1.0,5.0,125,0,0.0,0.0,,1,2,2.0,,1.0,1.0,2.0,1.0,5601353.0,2.0,2.0,1,67.0,5,,1.0,2.0,1.0,2.0,1.0,4.0,1.0,135.0,2.0,0.0
6064,20140706141328,1,1.0,27.9,3,1.0,5.0,85,15,0.0,0.0,2.0,1,1,1.0,4.0,1.0,5.0,2.0,1.0,3154349.0,2.0,2.0,2,71.0,5,,,,2.0,1.0,,,,200.0,2.0,0.0
6065,20140706141333,1,1.0,23.6,3,1.0,5.0,65,1,0.0,0.0,,1,1,2.0,,1.0,1.0,1.0,1.0,24200000.0,2.0,3.0,1,65.0,5,,1.0,2.0,1.0,2.0,2.0,1.0,2.0,142.0,,0.0
6066,20140706141338,1,1.0,23.4,1,1.0,5.0,105,0,0.0,0.0,1.0,1,2,1.0,3.0,1.0,4.0,2.0,1.0,4270510.0,2.0,1.0,2,66.0,5,,,,2.0,1.0,,,,145.0,2.0,0.0
6067,20140706141347,1,1.0,33.200001,3,1.0,,60,0,0.0,0.0,,1,2,2.0,,1.0,14.0,1.0,1.0,9197510.0,2.0,3.0,1,60.0,5,,,,2.0,2.0,1.0,2.0,,170.0,2.0,0.0
6068,20140706141353,1,1.0,38.599998,3,1.0,5.0,30,20,0.0,0.0,2.0,1,1,2.0,,1.0,10.0,1.0,1.0,12200000.0,2.0,3.0,1,64.0,5,,1.0,2.0,1.0,1.0,1.0,3.0,2.0,225.0,2.0,0.0
6069,20140706141359,1,2.0,28.700001,3,3.0,,80,5,0.0,0.0,,2,1,1.0,2.0,1.0,1.0,2.0,3.0,6108463.0,2.0,3.0,3,75.0,5,1.0,1.0,2.0,3.0,,1.0,2.0,2.0,230.0,,0.0
6070,20140706141360,1,2.0,32.099998,3,3.0,5.0,70,15,0.0,0.0,,1,1,2.0,,1.0,4.0,2.0,1.0,18400000.0,2.0,3.0,1,61.0,5,1.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,170.0,2.0,0.0
6071,20140706141365,1,2.0,24.5,3,3.0,,50,10,0.0,0.0,,2,1,2.0,,1.0,5.0,2.0,1.0,7381090.0,2.0,2.0,1,70.0,5,1.0,1.0,2.0,1.0,,2.0,1.0,1.0,171.0,,0.0
6072,20140706141372,1,1.0,29.299999,3,1.0,1.0,75,30,0.0,0.0,,1,1,1.0,2.0,1.0,1.0,2.0,1.0,4801387.0,2.0,2.0,3,70.0,5,,,,2.0,2.0,1.0,1.0,,204.0,,0.0
6073,20140706141374,1,1.0,22.0,3,1.0,5.0,32,0,0.0,0.0,1.0,1,2,1.0,4.0,1.0,3.0,1.0,1.0,6227851.0,2.0,2.0,1,64.0,5,,1.0,2.0,1.0,1.0,2.0,1.0,1.0,128.0,2.0,0.0
6074,20140706141379,1,3.0,28.1,3,2.0,5.0,30,10,0.0,0.0,,2,1,1.0,4.0,1.0,2.0,2.0,1.0,8587235.0,2.0,2.0,2,68.0,5,,,,2.0,,,,,185.0,,0.0
6075,20140706141387,1,1.0,18.700001,3,1.0,,50,5,0.0,0.0,,1,1,1.0,4.0,2.0,,,1.0,16800000.0,2.0,2.0,2,70.0,5,-2.0,,,2.0,2.0,,,,130.0,2.0,73.0
6076,20140706141388,1,1.0,26.4,3,1.0,5.0,95,0,0.0,0.0,,1,2,2.0,,1.0,5.0,1.0,1.0,2248986.0,2.0,2.0,3,72.0,5,,1.0,2.0,3.0,2.0,1.0,1.0,2.0,195.0,2.0,0.0
6077,20140706141391,1,1.0,26.5,3,1.0,5.0,45,0,0.0,0.0,,1,2,1.0,3.0,1.0,1.0,2.0,1.0,7651442.0,2.0,2.0,2,71.0,5,,1.0,2.0,1.0,2.0,,,2.0,190.0,2.0,0.0
