,tucaseid,tulineno,eeincome1,erbmi,erhhch,erincome,erspemch,ertpreat,ertseat,ethgt,etwgt,eudietsoda,eudrink,eueat,euexercise,euexfreq,eufastfd,eufastfdfrq,euffyday,eufdsit,eufinlwgt,eusnap,eugenhth,eugroshp,euhgt,euinclvl,euincome2,eumeat,eumilk,euprpmel,eusoda,eustores,eustreason,eutherm,euwgt,euwic,exincome1
1129,20140201141165,1,1.0,35.0,3,1.0,5.0,60,0,0.0,0.0,,2,2,1.0,5.0,2.0,,,1.0,2958307.0,2.0,1.0,1,68.0,5,,1.0,2.0,1.0,,1.0,2.0,2.0,230.0,2.0,0.0
1130,20140201141167,1,1.0,26.6,3,1.0,5.0,80,5,0.0,0.0,,1,1,1.0,9.0,2.0,,,1.0,4371467.0,2.0,2.0,1,64.0,5,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,155.0,,0.0
1131,20140201141169,1,-2.0,34.799999,3,,,30,0,0.0,0.0,,2,2,1.0,4.0,2.0,,,1.0,3031357.0,2.0,2.0,1,67.0,5,-2.0,2.0,2.0,1.0,,2.0,6.0,,222.0,,2.0
1132,20140201141171,1,1.0,,3,1.0,5.0,150,0,0.0,,1.0,1,2,1.0,4.0,2.0,,,1.0,4533678.0,2.0,2.0,2,67.0,5,,1.0,2.0,1.0,1.0,,,1.0,-3.0,,0.0
1133,20140201141182,1,1.0,22.1,3,1.0,5.0,60,20,0.0,0.0,,1,1,1.0,2.0,1.0,3.0,2.0,1.0,2864929.0,2.0,2.0,1,65.0,5,,1.0,2.0,1.0,2.0,1.0,1.0,2.0,133.0,2.0,0.0
1134,20140201141187,1,1.0,19.5,3,1.0,5.0,15,0,0.0,0.0,,1,2,2.0,,1.0,1.0,2.0,1.0,8524886.0,2.0,2.0,1,65.0,5,,,,2.0,2.0,1.0,1.0,,117.0,2.0,0.0
1135,20140201141188,1,1.0,17.9,3,1.0,5.0,15,0,0.0,0.0,,1,2,2.0,,2.0,,,1.0,3351688.0,2.0,3.0,2,70.0,5,,,,2.0,2.0,,,,125.0,,0.0
1136,20140201141195,1,1.0,27.4,3,1.0,5.0,40,2,0.0,0.0,,1,1,2.0,,1.0,1.0,2.0,1.0,2904777.0,2.0,2.0,1,67.0,5,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,175.0,2.0,0.0
1137,20140201141199,1,1.0,25.0,3,1.0,,20,0,0.0,0.0,,1,2,1.0,7.0,2.0,,,1.0,1732422.0,2.0,1.0,1,65.0,5,,1.0,2.0,1.0,2.0,3.0,1.0,2.0,150.0,,0.0
1138,20140201141202,1,-3.0,,3,,,225,10,,,,1,1,-3.0,,1.0,2.0,2.0,3.0,5510514.0,2.0,2.0,1,-3.0,5,-3.0,2.0,2.0,1.0,2.0,2.0,1.0,,-3.0,2.0,3.0
1139,20140201141209,1,1.0,24.6,3,1.0,5.0,95,0,0.0,0.0,,2,2,1.0,1.0,1.0,4.0,1.0,1.0,3564642.0,2.0,3.0,2,68.0,5,,1.0,2.0,1.0,,,,2.0,162.0,2.0,0.0
1140,20140201141210,1,2.0,21.5,3,5.0,,55,0,0.0,0.0,2.0,1,2,2.0,,2.0,,,1.0,1667034.0,1.0,4.0,1,64.0,5,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,125.0,,0.0
1141,20140201141216,1,1.0,30.1,3,1.0,5.0,30,0,0.0,0.0,,1,2,1.0,3.0,1.0,3.0,2.0,1.0,16700000.0,2.0,1.0,1,63.0,5,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,170.0,,0.0
1142,20140201141217,1,2.0,37.299999,1,5.0,5.0,72,10,0.0,0.0,2.0,1,1,2.0,,1.0,4.0,2.0,1.0,13300000.0,2.0,2.0,1,70.0,5,3.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,260.0,,0.0
1143,20140201141220,1,1.0,38.299999,3,1.0,5.0,60,30,0.0,0.0,,1,1,1.0,2.0,1.0,3.0,1.0,1.0,3720883.0,2.0,3.0,1,73.0,5,,,,2.0,2.0,1.0,2.0,,290.0,2.0,0.0
1144,20140201141225,1,2.0,27.5,3,5.0,5.0,0,0,0.0,0.0,,2,2,1.0,2.0,1.0,1.0,2.0,1.0,5885482.0,2.0,2.0,2,64.0,5,2.0,,,2.0,,,,,160.0,2.0,0.0
1145,20140201141227,1,1.0,21.9,3,1.0,,20,10,0.0,0.0,,1,1,2.0,,1.0,2.0,2.0,1.0,4676747.0,2.0,2.0,1,62.0,5,,1.0,2.0,1.0,2.0,1.0,3.0,2.0,120.0,2.0,0.0
1146,20140201141228,1,1.0,18.9,1,1.0,,105,0,0.0,0.0,,2,2,1.0,1.0,1.0,1.0,2.0,1.0,8836573.0,2.0,2.0,2,61.0,5,,,,2.0,,,,,100.0,2.0,0.0
1147,20140201141234,1,1.0,26.5,3,1.0,5.0,55,0,0.0,0.0,,1,2,2.0,,1.0,1.0,2.0,1.0,2989495.0,2.0,2.0,2,70.0,5,,,,2.0,2.0,,,,185.0,2.0,0.0
1148,20140201141239,1,2.0,21.0,3,3.0,5.0,0,450,0.0,0.0,,2,1,2.0,,2.0,,,1.0,8506441.0,2.0,2.0,1,66.0,5,1.0,1.0,2.0,3.0,,1.0,3.0,1.0,130.0,2.0,0.0
1149,20140201141243,1,1.0,27.200001,3,1.0,,255,10,0.0,0.0,2.0,1,1,1.0,7.0,2.0,,,1.0,2628128.0,2.0,2.0,2,71.0,5,,,,2.0,1.0,,,,195.0,,0.0
1150,20140201141252,1,1.0,24.4,3,1.0,5.0,140,0,0.0,0.0,,2,2,2.0,,2.0,,,1.0,14300000.0,2.0,1.0,2,71.0,5,,,,2.0,,,,,175.0,2.0,0.0
1151,20140201141253,1,2.0,21.299999,3,5.0,5.0,45,45,0.0,0.0,,1,1,2.0,,1.0,2.0,2.0,1.0,6208562.0,1.0,3.0,1,64.0,5,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,124.0,2.0,0.0
1152,20140201141256,1,2.0,23.200001,3,5.0,5.0,75,5,0.0,0.0,,2,1,1.0,3.0,2.0,,,1.0,12600000.0,2.0,2.0,1,64.0,5,3.0,1.0,2.0,1.0,,2.0,1.0,2.0,135.0,,0.0
1153,20140201141258,1,2.0,27.4,3,5.0,5.0,75,0,0.0,0.0,,2,2,2.0,,2.0,,,1.0,3046296.0,2.0,2.0,3,66.0,5,2.0,,,2.0,,2.0,1.0,,170.0,1.0,0.0
1154,20140201141259,1,1.0,16.200001,3,1.0,,60,90,0.0,0.0,,1,1,1.0,3.0,2.0,,,1.0,2503982.0,2.0,3.0,2,69.0,5,,1.0,2.0,1.0,2.0,,,1.0,110.0,,0.0
1155,20140201141261,1,3.0,28.200001,3,2.0,,30,0,0.0,0.0,,2,2,2.0,,2.0,,,1.0,4168141.0,2.0,2.0,1,67.0,5,,1.0,2.0,1.0,,2.0,1.0,2.0,180.0,,0.0
1156,20140201141263,1,1.0,21.700001,3,1.0,,90,0,0.0,0.0,,1,2,1.0,7.0,2.0,,,1.0,3031357.0,2.0,2.0,1,61.0,5,,1.0,2.0,1.0,2.0,1.0,6.0,1.0,115.0,,0.0
1157,20140201141266,1,1.0,31.1,3,1.0,,45,0,0.0,0.0,,2,2,2.0,,2.0,,,1.0,1552819.0,2.0,3.0,1,62.0,5,,1.0,2.0,1.0,,2.0,2.0,1.0,170.0,2.0,0.0
1158,20140201141268,1,2.0,31.200001,3,5.0,,90,10,0.0,0.0,,1,1,1.0,2.0,1.0,1.0,2.0,1.0,3881653.0,2.0,3.0,1,68.0,5,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,205.0,,0.0
1159,20140201141270,1,1.0,19.6,3,1.0,5.0,30,25,0.0,0.0,1.0,1,1,1.0,3.0,1.0,3.0,2.0,1.0,3840490.0,2.0,2.0,3,67.0,5,,,,2.0,1.0,1.0,2.0,,125.0,2.0,0.0
1160,20140201141271,1,2.0,24.5,3,5.0,5.0,60,0,0.0,0.0,,2,2,1.0,2.0,2.0,,,1.0,2739404.0,2.0,2.0,1,64.0,5,2.0,,,2.0,,2.0,1.0,,143.0,2.0,0.0
1161,20140201141272,1,1.0,30.200001,3,1.0,5.0,180,0,0.0,0.0,,1,2,1.0,4.0,2.0,,,1.0,4531400.0,2.0,4.0,1,62.0,5,,1.0,2.0,1.0,2.0,1.0,6.0,1.0,165.0,,0.0
1162,20140201141274,1,1.0,26.6,3,1.0,5.0,50,10,0.0,0.0,1.0,1,1,1.0,2.0,1.0,1.0,1.0,1.0,12300000.0,2.0,1.0,3,68.0,5,,,,2.0,1.0,1.0,1.0,,175.0,,0.0
1163,20140201141275,1,2.0,25.799999,3,5.0,,40,0,0.0,0.0,2.0,1,2,1.0,5.0,1.0,3.0,1.0,1.0,4277056.0,2.0,1.0,1,68.0,5,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,170.0,,0.0
1164,20140201141277,1,1.0,43.599998,3,1.0,,10,10,0.0,0.0,,2,1,1.0,4.0,2.0,,,1.0,5988242.0,2.0,3.0,1,64.0,5,,1.0,2.0,1.0,,1.0,6.0,2.0,254.0,,0.0
1165,20140201141285,1,3.0,24.299999,1,2.0,5.0,15,60,0.0,0.0,,2,1,1.0,3.0,2.0,,,1.0,4492990.0,2.0,1.0,2,68.0,5,,,,2.0,,,,,160.0,2.0,0.0
1166,20140201141287,1,1.0,,3,1.0,5.0,55,10,0.0,,2.0,1,1,2.0,,1.0,1.0,2.0,1.0,7866455.0,2.0,2.0,1,64.0,5,,,,2.0,1.0,2.0,1.0,,-5.0,2.0,0.0
1167,20140201141293,1,-2.0,,3,4.0,,10,10,0.0,,1.0,1,1,1.0,6.0,1.0,1.0,2.0,1.0,5884505.0,2.0,3.0,1,66.0,5,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,-2.0,,2.0
1168,20140201141294,1,2.0,20.700001,3,5.0,,100,0,0.0,0.0,,2,2,2.0,,2.0,,,1.0,9638093.0,2.0,1.0,1,69.0,5,3.0,1.0,2.0,1.0,,2.0,1.0,2.0,140.0,2.0,0.0
1169,20140201141300,1,2.0,36.0,3,3.0,,29,0,0.0,0.0,,1,2,1.0,3.0,2.0,,,1.0,8941613.0,2.0,5.0,1,64.0,5,1.0,,,2.0,2.0,1.0,2.0,,210.0,2.0,0.0
1170,20140201141302,1,2.0,28.1,3,5.0,1.0,60,0,0.0,0.0,,1,2,1.0,2.0,2.0,,,1.0,6985213.0,1.0,1.0,3,65.0,5,2.0,2.0,2.0,1.0,2.0,2.0,3.0,,169.0,1.0,0.0
1171,20140201141303,1,1.0,25.5,3,1.0,5.0,105,0,0.0,0.0,,1,2,2.0,,-2.0,,,1.0,13300000.0,2.0,3.0,3,61.0,5,,1.0,2.0,1.0,2.0,2.0,4.0,2.0,135.0,,0.0
1172,20140201141306,1,1.0,21.799999,3,1.0,,90,4,0.0,0.0,1.0,1,1,1.0,7.0,2.0,,,1.0,2348211.0,2.0,1.0,1,64.0,5,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,127.0,,0.0
1173,20140201141308,1,2.0,33.5,3,5.0,3.0,18,10,0.0,0.0,,1,1,1.0,4.0,1.0,3.0,1.0,1.0,9688372.0,2.0,3.0,2,71.0,5,2.0,2.0,2.0,1.0,2.0,,,,240.0,2.0,0.0
1174,20140201141313,1,2.0,,3,5.0,,135,0,0.0,,,2,2,1.0,3.0,2.0,,,1.0,13200000.0,2.0,3.0,1,67.0,5,2.0,1.0,2.0,1.0,,1.0,4.0,2.0,-2.0,1.0,0.0
1175,20140201141316,1,1.0,27.1,3,1.0,5.0,90,0,0.0,0.0,,2,2,1.0,3.0,2.0,,,1.0,14100000.0,2.0,2.0,3,72.0,5,,1.0,2.0,3.0,,1.0,2.0,2.0,200.0,,0.0
1176,20140201141320,1,1.0,17.9,3,1.0,5.0,75,15,0.0,0.0,,2,1,1.0,5.0,1.0,2.0,2.0,1.0,2797296.0,2.0,2.0,1,62.0,5,-2.0,1.0,2.0,3.0,,1.0,1.0,2.0,98.0,2.0,72.0
1177,20140201141323,1,2.0,31.6,3,3.0,,40,0,0.0,0.0,1.0,1,2,2.0,,2.0,,,1.0,6000949.0,2.0,2.0,1,65.0,5,1.0,,,2.0,1.0,1.0,2.0,,190.0,2.0,0.0
1178,20140201141327,1,1.0,24.9,3,1.0,,60,10,0.0,0.0,,1,1,1.0,3.0,2.0,,,1.0,4411097.0,2.0,1.0,1,64.0,5,-2.0,2.0,2.0,1.0,2.0,2.0,1.0,,145.0,2.0,71.0
1179,20140201141328,1,2.0,21.6,3,3.0,5.0,90,40,0.0,0.0,,1,1,1.0,5.0,2.0,,,1.0,3053192.0,2.0,3.0,1,64.0,5,1.0,1.0,2.0,1.0,2.0,1.0,6.0,1.0,126.0,2.0,0.0
1180,20140201141330,1,1.0,29.6,3,1.0,,0,10,0.0,0.0,1.0,1,1,1.0,3.0,1.0,2.0,2.0,1.0,2921976.0,2.0,2.0,1,67.0,5,,1.0,2.0,1.0,1.0,2.0,2.0,2.0,189.0,2.0,0.0
1181,20140201141339,1,3.0,22.299999,3,2.0,,105,0,0.0,0.0,,1,2,2.0,,2.0,,,1.0,15200000.0,1.0,4.0,3,61.0,5,,1.0,2.0,1.0,2.0,1.0,1.0,2.0,118.0,,0.0
1182,20140201141340,1,1.0,31.4,3,1.0,5.0,45,20,0.0,0.0,,1,1,1.0,5.0,2.0,,,1.0,22900000.0,2.0,3.0,2,71.0,5,,,,2.0,2.0,,,,225.0,,0.0
1183,20140201141344,1,1.0,,3,1.0,,30,0,0.0,,2.0,1,2,1.0,7.0,1.0,1.0,1.0,1.0,6421657.0,-2.0,3.0,3,63.0,5,-2.0,1.0,2.0,3.0,1.0,1.0,-2.0,2.0,-2.0,-2.0,73.0
1184,20140201141369,1,2.0,19.4,3,5.0,5.0,40,0,0.0,0.0,,1,2,1.0,4.0,1.0,1.0,2.0,1.0,7380524.0,2.0,3.0,1,66.0,5,2.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,120.0,1.0,0.0
1185,20140201141371,1,2.0,34.0,3,3.0,,6,3,0.0,0.0,,1,1,1.0,1.0,2.0,,,1.0,5172720.0,2.0,2.0,1,69.0,5,1.0,2.0,2.0,1.0,2.0,1.0,2.0,,230.0,,0.0
1186,20140201141374,1,1.0,54.799999,3,1.0,,30,320,0.0,0.0,2.0,1,1,1.0,2.0,1.0,3.0,1.0,1.0,2475455.0,2.0,3.0,2,61.0,5,,,,2.0,1.0,,,,290.0,,0.0
1187,20140201141375,1,1.0,21.799999,3,1.0,5.0,70,20,0.0,0.0,2.0,1,1,1.0,7.0,1.0,1.0,2.0,1.0,8436382.0,2.0,1.0,3,73.0,5,,1.0,2.0,3.0,1.0,3.0,1.0,2.0,165.0,2.0,0.0
1188,20140201141378,1,1.0,19.799999,2,1.0,,80,0,0.0,0.0,,2,2,1.0,5.0,2.0,,,1.0,30500000.0,2.0,1.0,1,63.0,5,,1.0,2.0,1.0,,1.0,2.0,1.0,112.0,2.0,0.0
1189,20140201141391,1,2.0,24.299999,3,3.0,,30,0,0.0,0.0,2.0,1,2,1.0,3.0,1.0,4.0,1.0,1.0,2383928.0,2.0,3.0,1,63.0,5,1.0,2.0,2.0,1.0,1.0,1.0,6.0,,137.0,2.0,0.0
1190,20140201141400,1,1.0,30.1,3,1.0,5.0,45,0,0.0,0.0,,1,2,2.0,,1.0,2.0,1.0,1.0,6162720.0,2.0,2.0,1,63.0,5,,1.0,2.0,1.0,2.0,3.0,3.0,2.0,170.0,,0.0
1191,20140201141401,1,1.0,22.799999,3,1.0,5.0,60,30,0.0,0.0,,1,1,1.0,7.0,2.0,,,1.0,6373294.0,2.0,1.0,1,65.0,5,,1.0,2.0,1.0,2.0,1.0,3.0,2.0,137.0,2.0,0.0
1192,20140201141402,1,1.0,23.700001,3,1.0,,75,0,0.0,0.0,,1,2,1.0,1.0,1.0,2.0,1.0,1.0,5361739.0,2.0,1.0,1,71.0,5,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,170.0,,0.0
1193,20140201141404,1,2.0,40.400002,3,5.0,,65,10,0.0,0.0,,2,1,1.0,2.0,1.0,1.0,1.0,1.0,1785068.0,1.0,3.0,1,71.0,5,2.0,1.0,2.0,1.0,,2.0,1.0,2.0,290.0,,0.0
1194,20140201141406,1,1.0,32.5,3,1.0,,60,10,0.0,0.0,,1,1,1.0,2.0,1.0,3.0,2.0,1.0,1090957.0,1.0,1.0,1,69.0,5,,1.0,2.0,1.0,2.0,1.0,6.0,2.0,220.0,2.0,0.0
1195,20140201141408,1,1.0,24.4,3,1.0,,120,15,0.0,0.0,,1,1,1.0,7.0,1.0,1.0,2.0,1.0,5537564.0,2.0,1.0,1,75.0,5,,2.0,2.0,1.0,2.0,1.0,2.0,,195.0,,0.0
1196,20140201141411,1,1.0,33.5,3,1.0,5.0,65,4,0.0,0.0,,1,1,2.0,,1.0,2.0,2.0,1.0,8984694.0,2.0,1.0,2,71.0,5,,,,2.0,2.0,,,,240.0,2.0,0.0
1197,20140201141413,1,1.0,30.0,3,1.0,5.0,15,625,0.0,0.0,1.0,1,1,1.0,5.0,1.0,2.0,1.0,1.0,3684604.0,2.0,3.0,1,64.0,5,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,175.0,2.0,0.0
1198,20140201141415,1,1.0,24.299999,3,1.0,5.0,110,0,0.0,0.0,,1,2,1.0,3.0,2.0,,,1.0,4173322.0,2.0,1.0,3,67.0,5,,,,2.0,2.0,1.0,2.0,,155.0,,0.0
1199,20140201141429,1,2.0,33.900002,3,5.0,1.0,30,0,0.0,0.0,2.0,1,2,2.0,,1.0,3.0,2.0,1.0,5484374.0,2.0,3.0,2,72.0,5,2.0,,,2.0,1.0,,,,250.0,2.0,0.0
1200,20140201141433,1,1.0,23.700001,3,1.0,,105,10,0.0,0.0,,1,1,1.0,3.0,1.0,1.0,2.0,1.0,14500000.0,2.0,2.0,2,72.0,5,1.0,,,2.0,2.0,,,,175.0,,73.0
1201,20140201141434,1,1.0,23.6,3,1.0,5.0,100,0,0.0,0.0,,1,2,1.0,5.0,1.0,3.0,2.0,1.0,21400000.0,2.0,1.0,3,69.0,5,,1.0,2.0,3.0,2.0,1.0,2.0,2.0,160.0,2.0,0.0
1202,20140201141438,1,3.0,34.0,3,2.0,,50,60,0.0,0.0,1.0,1,1,2.0,,1.0,3.0,2.0,1.0,1928494.0,2.0,3.0,1,62.0,5,,1.0,2.0,1.0,1.0,2.0,4.0,2.0,186.0,,0.0
1203,20140201141441,1,2.0,23.4,1,5.0,,5,1,0.0,0.0,,2,1,1.0,4.0,2.0,,,1.0,6149300.0,2.0,3.0,1,66.0,5,3.0,1.0,2.0,1.0,,1.0,3.0,2.0,145.0,2.0,0.0
1204,20140201141442,1,1.0,34.5,3,1.0,5.0,30,10,0.0,0.0,1.0,1,1,1.0,1.0,1.0,5.0,1.0,1.0,8768642.0,2.0,2.0,1,67.0,5,,1.0,2.0,1.0,1.0,1.0,2.0,2.0,220.0,,0.0
1205,20140201141445,1,1.0,18.6,3,1.0,4.0,15,15,0.0,0.0,,2,1,2.0,,2.0,,,1.0,4206259.0,2.0,4.0,3,67.0,5,-2.0,2.0,2.0,1.0,,2.0,-2.0,,119.0,2.0,71.0
1206,20140201141454,1,2.0,43.599998,3,5.0,5.0,120,30,0.0,1.0,,2,1,1.0,2.0,2.0,,,1.0,8261327.0,2.0,3.0,2,74.0,5,3.0,1.0,2.0,1.0,,,,2.0,340.0,2.0,0.0
1207,20140201141455,1,1.0,17.200001,3,1.0,,95,15,0.0,0.0,,1,1,2.0,,1.0,5.0,2.0,1.0,17900000.0,2.0,2.0,2,64.0,5,,,,2.0,2.0,,,,100.0,2.0,0.0
1208,20140201141456,1,1.0,24.799999,3,1.0,,90,65,0.0,0.0,,1,1,1.0,3.0,2.0,,,1.0,4711580.0,2.0,2.0,2,70.0,5,,,,2.0,2.0,,,,173.0,2.0,0.0
1209,20140201141459,1,1.0,21.299999,3,1.0,3.0,70,0,0.0,0.0,,1,2,2.0,,2.0,,,1.0,4657447.0,2.0,4.0,3,68.0,5,,,,2.0,2.0,2.0,2.0,,140.0,,0.0
1210,20140201141463,1,1.0,29.1,3,1.0,,18,20,0.0,0.0,1.0,1,1,2.0,,1.0,2.0,2.0,1.0,2803771.0,2.0,1.0,1,69.0,5,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,197.0,,0.0
1211,20140201141467,1,1.0,,3,1.0,5.0,120,130,0.0,,,1,1,1.0,6.0,1.0,1.0,2.0,1.0,6538545.0,2.0,2.0,3,65.0,5,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,-3.0,2.0,0.0
1212,20140201141469,1,2.0,25.799999,2,5.0,,65,0,0.0,0.0,,1,2,1.0,3.0,2.0,,,2.0,14700000.0,1.0,4.0,1,66.0,5,2.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,160.0,2.0,0.0
1213,20140201141470,1,2.0,54.900002,1,5.0,,20,0,0.0,1.0,,2,2,2.0,,2.0,,,1.0,1804264.0,2.0,4.0,1,66.0,5,2.0,1.0,2.0,1.0,,1.0,4.0,2.0,340.0,,0.0
1214,20140201141472,1,1.0,28.299999,1,1.0,,8,37,0.0,0.0,,2,1,1.0,2.0,1.0,3.0,1.0,1.0,19700000.0,2.0,2.0,2,64.0,5,,,,2.0,,,,,165.0,2.0,0.0
1215,20140201141473,1,2.0,29.200001,3,3.0,,80,10,0.0,0.0,2.0,1,1,1.0,3.0,1.0,1.0,2.0,1.0,11500000.0,2.0,3.0,1,63.0,5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,165.0,2.0,0.0
1216,20140201141478,1,2.0,37.799999,3,3.0,,50,0,0.0,0.0,2.0,1,2,2.0,,1.0,2.0,2.0,1.0,6318040.0,2.0,2.0,1,64.0,5,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,220.0,,0.0
1217,20140201141486,1,2.0,25.700001,3,5.0,,90,0,0.0,0.0,,2,2,1.0,2.0,2.0,,,3.0,7056863.0,2.0,3.0,1,64.0,5,2.0,1.0,2.0,1.0,,1.0,1.0,2.0,150.0,,0.0
1218,20140201141487,1,1.0,22.1,3,1.0,5.0,45,25,0.0,0.0,,2,1,1.0,3.0,1.0,7.0,2.0,1.0,11100000.0,2.0,2.0,3,63.0,5,,1.0,2.0,3.0,,1.0,2.0,2.0,125.0,2.0,0.0
1219,20140201141489,1,2.0,21.0,3,5.0,,180,0,0.0,0.0,,1,2,2.0,,2.0,,,1.0,4766471.0,2.0,1.0,1,66.0,5,3.0,1.0,2.0,1.0,2.0,2.0,4.0,2.0,130.0,,0.0
1220,20140201141493,1,1.0,27.299999,3,1.0,,50,10,0.0,0.0,2.0,1,1,1.0,3.0,2.0,,,1.0,6803035.0,2.0,3.0,1,70.0,5,,2.0,2.0,1.0,1.0,2.0,4.0,,190.0,,0.0
1221,20140201141494,1,1.0,23.700001,3,1.0,,75,5,0.0,0.0,,1,1,2.0,,2.0,,,1.0,3796002.0,2.0,4.0,2,64.0,5,-2.0,,,2.0,2.0,,,,138.0,2.0,73.0
1222,20140201141496,1,1.0,,3,1.0,,35,0,0.0,,,1,2,1.0,3.0,1.0,2.0,2.0,1.0,1854965.0,2.0,3.0,1,62.0,5,,1.0,2.0,1.0,2.0,1.0,1.0,2.0,-3.0,,0.0
1223,20140201141497,1,1.0,21.299999,3,1.0,,40,15,0.0,0.0,,1,1,1.0,1.0,1.0,1.0,2.0,1.0,5386732.0,2.0,2.0,1,64.0,5,,2.0,2.0,1.0,2.0,1.0,3.0,,124.0,2.0,0.0
1224,20140201141498,1,2.0,28.200001,3,3.0,,135,0,0.0,0.0,,2,2,1.0,3.0,1.0,3.0,2.0,1.0,8070011.0,2.0,3.0,1,66.0,5,1.0,1.0,2.0,1.0,,1.0,3.0,2.0,175.0,,0.0
1225,20140201141501,1,1.0,20.200001,3,1.0,,120,10,0.0,0.0,2.0,1,1,2.0,,1.0,2.0,1.0,1.0,4100732.0,2.0,2.0,1,68.0,5,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,133.0,,0.0
1226,20140201141506,1,1.0,25.1,3,1.0,,180,0,0.0,0.0,2.0,1,2,2.0,,1.0,2.0,1.0,1.0,4901641.0,2.0,3.0,1,68.0,5,,1.0,2.0,1.0,1.0,1.0,6.0,2.0,165.0,,0.0
1227,20140201141509,1,1.0,28.799999,3,1.0,5.0,20,0,0.0,0.0,,2,2,2.0,,1.0,4.0,2.0,1.0,15500000.0,2.0,3.0,2,69.0,5,,1.0,2.0,3.0,,,,2.0,195.0,,0.0
1228,20140201141511,1,1.0,32.900002,3,1.0,5.0,60,0,0.0,0.0,,1,2,1.0,3.0,1.0,3.0,1.0,1.0,4022661.0,2.0,2.0,1,62.0,5,,1.0,2.0,1.0,2.0,2.0,1.0,2.0,180.0,,0.0
1229,20140201141512,1,1.0,21.299999,2,1.0,5.0,60,20,0.0,0.0,2.0,1,1,1.0,3.0,1.0,2.0,2.0,1.0,3978243.0,2.0,1.0,1,66.0,5,,1.0,2.0,1.0,1.0,1.0,2.0,2.0,132.0,2.0,0.0
1230,20140201141514,1,2.0,39.0,3,3.0,,45,0,0.0,0.0,1.0,1,2,1.0,7.0,1.0,2.0,2.0,1.0,4667637.0,2.0,3.0,2,71.0,5,1.0,1.0,2.0,1.0,1.0,,,1.0,280.0,2.0,0.0
1231,20140201141516,1,-2.0,29.4,3,,5.0,60,0,0.0,0.0,,2,2,2.0,,2.0,,,1.0,17900000.0,2.0,4.0,1,63.0,5,-2.0,1.0,2.0,1.0,,2.0,2.0,2.0,166.0,,2.0
1232,20140201141518,1,1.0,23.9,3,1.0,,90,15,0.0,0.0,,1,1,1.0,6.0,1.0,1.0,1.0,1.0,2863657.0,2.0,2.0,1,63.0,5,,1.0,1.0,1.0,2.0,1.0,1.0,2.0,135.0,,0.0
1233,20140201141520,1,1.0,25.0,3,1.0,,40,0,0.0,0.0,,2,2,1.0,2.0,1.0,4.0,1.0,1.0,2457867.0,2.0,2.0,1,59.0,5,,1.0,2.0,1.0,,1.0,4.0,2.0,124.0,2.0,0.0
1234,20140201141521,1,1.0,27.4,3,1.0,5.0,20,30,0.0,0.0,,2,1,1.0,4.0,1.0,3.0,1.0,1.0,6221592.0,2.0,1.0,2,68.0,5,,1.0,2.0,1.0,,,,2.0,180.0,2.0,0.0
1235,20140201141526,1,2.0,33.5,3,5.0,5.0,95,0,0.0,0.0,,2,2,2.0,,2.0,,,-2.0,6564709.0,2.0,5.0,3,63.0,5,2.0,1.0,2.0,3.0,,-2.0,,2.0,189.0,,0.0
1236,20140201141529,1,1.0,30.6,3,1.0,,20,0,0.0,0.0,,1,2,1.0,2.0,1.0,3.0,2.0,1.0,4603722.0,2.0,5.0,3,69.0,5,-2.0,1.0,2.0,1.0,2.0,2.0,4.0,2.0,207.0,2.0,73.0
1237,20140201141534,1,2.0,27.4,3,5.0,,35,0,0.0,0.0,,1,2,2.0,,2.0,,,1.0,3531216.0,2.0,1.0,1,62.0,5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,150.0,,0.0
1238,20140201141537,1,2.0,28.700001,3,5.0,4.0,30,0,0.0,0.0,,2,2,2.0,,1.0,1.0,2.0,1.0,7227565.0,2.0,3.0,2,70.0,5,2.0,,,2.0,,,,,200.0,,0.0
1239,20140201141539,1,2.0,37.200001,3,5.0,,30,0,0.0,0.0,,2,2,2.0,,2.0,,,1.0,2370710.0,2.0,4.0,1,63.0,5,2.0,1.0,2.0,1.0,,1.0,1.0,2.0,210.0,,0.0
